"address","categories/0","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Jenis makanan","reviewContext/Layanan","reviewContext/Tarif per orang","reviewContext/Tempat parkir","reviewContext/Tingkat kebisingan","reviewContext/Waktu tunggu","reviewDetailedRating/Layanan","reviewDetailedRating/Makanan","reviewDetailedRating/Suasana","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","true","id","0","-5.4291752","105.2643789","Herlina Sudin","Sumur Batu, Kecamatan Teluk Betung Utara",,"false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-20T12:59:51.151Z",,"2025-02-26T06:43:30.000Z","Terimakasih banyak kak Herlina Sudin🥰
Semoga bisa jadi makanan favorit kakak ya, Alu Cinta Padamu🤍",,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnTUNnazVyQ0VREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNnazVyQ0VREAE!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMCgk5rCEQ%7CCgsIx87cvQYQyJ6QSA%7C?hl=id","111315105757541822328","8","https://lh3.googleusercontent.com/a-/ALV-UjVhpMAGSNfYJQ08MI_pP26l_6mzonv1jaZiHiTma_iN-0Z3yzCo1g=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/111315105757541822328?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false",,,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","ariyando","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-19T01:37:49.406Z",,"2025-02-26T06:45:48.000Z","Terimakasih banyak kak Ariyando🥰
Semoga bisa jadi makanan favorit kakak ya, Alu Cinta Padamu🤍",,,,,,,"5","5","4","ChZDSUhNMG9nS0VJQ0FnTUNnLWNDSU5BEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNnLWNDSU5BEAE!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMCg-cCINA%7CCgwI7evUvQYQqJLpwQE%7C?hl=id","108068684501420643260","2","https://lh3.googleusercontent.com/a/ACg8ocInm4MdbPGm1TdirAUMbFqTIfCon5DsrDMWBIJoRyRgGIyn1w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108068684501420643260?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","Enak guys serius kalian harus coba",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","Muhammad Ridho","Sumur Batu, Kecamatan Teluk Betung Utara",,"false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-13T01:43:38.602Z",,"2025-02-26T06:44:07.000Z","Terimakasih banyak kak Muhammad Ridho🥰
Semoga bisa jadi makanan favorit kakak ya, Alu Cinta Padamu🤍",,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnTURBdjQ2XzRBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBdjQ2XzRBRRAB!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDAv46_4AE%7CCgwIypy1vQYQ-N21nwI%7C?hl=id","112943329514131741620","0","https://lh3.googleusercontent.com/a-/ALV-UjWb_sjb1iluDg9DL3sOZQCqtKp-P27F5hGs6joHNHiWowKR2Vhc=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112943329514131741620?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false",,,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","Sandika","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-12T13:34:45.596Z",,"2025-02-26T06:46:12.000Z","Terimakasih banyak kak Sandika🥰
Semoga bisa jadi makanan favorit kakak ya, Alu Cinta Padamu🤍",,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnTURBMV8yTE9nEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBMV8yTE9nEAE!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDA1_2LOg%7CCgwI9cayvQYQiPzOnAI%7C?hl=id","114021218992238792617","4","https://lh3.googleusercontent.com/a-/ALV-UjVTGzMNfoggtGDPX1Q-KOizBiFBOC3S3EV19KFkjaLFQeaFY2kv=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114021218992238792617?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","Monggo Mampir makan",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","Alindafaikhoatul Jannah","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-12T08:55:02.455Z",,"2025-02-26T06:48:15.000Z","Dear Alindafaikhoatul Jannah, merupakan hal yang sangat baik untuk mendapatkan ulasan yang sangat positif dari Anda. Kami sangat senang mendapat masukan dari Anda. Komentar Anda menjadi motivasi bagi tim untuk terus menjaga dan meningkatkan kualitas pelayanan kepada setiap pelanggan. Salam, Merri, Admin Sambel Alu Susilo",,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnTURBeDRQb2pRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBeDRQb2pRRRAB!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDAx4PojQE%7CCgwI5sOxvQYQ0KWy2QE%7C?hl=id","106667681676543155076","2","https://lh3.googleusercontent.com/a-/ALV-UjUHdfQVJ5wDlHToWqV1oqrQsLfOJ8PAGovN7SSu0Dsdyojd5Zy1=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106667681676543155076?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","Sumpah enak bangett sambal alu iniii",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","Annisa Ikken Yunia","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-12T08:51:51.720Z",,"2025-02-26T06:47:41.000Z","Dear Annisa Ikken Yunia, merupakan hal yang sangat baik untuk mendapatkan ulasan yang sangat positif dari Anda. Kami sangat senang mendapat masukan dari Anda. Komentar Anda menjadi motivasi bagi tim untuk terus menjaga dan meningkatkan kualitas pelayanan kepada setiap pelanggan. Salam, Merri, Admin Sambel Alu Susilo",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnTURBeDYydnZRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBeDYydnZRRRAB!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDAx62vvQE%7CCgwIp8KxvQYQ-Oiw1wI%7C?hl=id","105599215084829422871","4","https://lh3.googleusercontent.com/a/ACg8ocJDsYOU9cDHLyfa7rePYBAdPL9kOhhw4dBNVyfyNbsNdPfqEQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105599215084829422871?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","enak banget dah makananya bunda saya approved 💗",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","Anggi Wullan","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-12T08:51:45.924Z",,"2025-02-26T06:44:45.000Z","Terimakasih banyak kak Anggi Wullan🥰
Semoga bisa jadi makanan favorit kakak ya, Alu Cinta Padamu🤍","Makan siang","Bawa pulang","Rp 1–25.000","Banyak tempat parkir",,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURBeDYyN2NREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBeDYyN2NREAE!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDAx627cQ%7CCgwIocKxvQYQkOeCuQM%7C?hl=id","103842322198124062659","1","https://lh3.googleusercontent.com/a/ACg8ocIY8bzF9392bodIZN3GV6QDID01vMZebLmC1vT12_zl6u4A0g=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103842322198124062659?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","waw sangat recomended",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","Meylysta Nurfadila","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-12T08:44:48.047Z",,"2025-02-26T06:47:14.000Z","Dear Meylysta Nurfadila, merupakan hal yang sangat baik untuk mendapatkan ulasan yang sangat positif dari Anda. Kami sangat senang mendapat masukan dari Anda. Komentar Anda menjadi motivasi bagi tim untuk terus menjaga dan meningkatkan kualitas pelayanan kepada setiap pelanggan. Salam, Merri, Admin Sambel Alu Susilo","Makan malam","Bawa pulang","Rp 25.000–50.000",,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnTURBeF9uVjJBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBeF9uVjJBRRAB!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDAx_nV2AE%7CCgsIgL-xvQYQqNi1Fg%7C?hl=id","105023239927183243527","5","https://lh3.googleusercontent.com/a-/ALV-UjW1CeTEIib8mzmKoshzWw6WFpsPOOjc_13PvVPTaJ0Kdk3qjcEe=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105023239927183243527?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","Enak banget pokoknya, sangat di rekomendasikan apalagi nasi daun jeruknya",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","epoyee","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-12T08:44:33.770Z",,"2025-02-26T06:45:20.000Z","Terimakasih banyak kak Epoyee🥰
Semoga bisa jadi makanan favorit kakak ya, Alu Cinta Padamu🤍",,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURBeF9teUlnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBeF9teUlnEAE!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDAx_myIg%7CCgwI8b6xvQYQ-I2w7wI%7C?hl=id","105369054139438246453","5","https://lh3.googleusercontent.com/a-/ALV-UjW7QejZJP-4L0lklbZ-C6VzCJGUyQkqUaA-R69Q5p9JVtdWFYQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105369054139438246453?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","manjiww (mantap jiwa)",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","Hellen Tausiyah Sari","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-10T09:22:52.169Z",,"2025-02-12T05:28:39.000Z","Terimakasih kak Hellen Tausiyah Sari🥰
Semoga bisa jadi makanan favorit kakak dan keluarga ya, mimin tunggu kedatangan selanjutnya untuk menikmati sensasi makan sambel sepuasnya kak🥰",,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnTURBdWF1SW1RRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBdWF1SW1RRRAB!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDAuauImQE%7CCgsI7IqnvQYQsJT7UA%7C?hl=id","109369667824153166915","3","https://lh3.googleusercontent.com/a-/ALV-UjVyVradXZVwSR5BJ-Zyo841MmTONHRgLNZ1d6LE3dacWgnNMpDQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109369667824153166915?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","Sambel aluuu palingg the best pokoknya untuk makan bareng keluarga🫶🏻🫶🏻",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","Arindi Dian Sawitry","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-10T08:19:12.580Z",,"2025-02-12T06:07:08.000Z","Terimakasih banyak kak Arindi Dian Sawitry🥰
Semoga bisa jadi makanan favorit kakak ya, Alu Cinta Padamu🤍","Makan malam","Makan di tempat","Rp 1–25.000",,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURBMmItdEJ3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBMmItdEJ3EAE!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDA2b-tBw%7CCgwIgO2mvQYQ0OTmlAI%7C?hl=id","106679747746528808913","3","https://lh3.googleusercontent.com/a-/ALV-UjWF9YOg0S3hn774dlaMXhOkEMP_KE4Ocqd8LIFQm5sDSh5toDY=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106679747746528808913?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","Enak",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
"Jalan Dokter Susilo No.25, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212, Indonesia","Restoran","Restoran","106676114636784304","Kota Bandar Lampung","ID","0x2e40db802783664f:0x17afd5c6ef1c2b0","https://lh3.googleusercontent.com/p/AF1QipP_sCtSPZqgVbGJjZD60gU98tvf97RUIsJmKLMK=w426-h240-k-no","false","false","id","0","-5.4291752","105.2643789","DeliYanti Indria","Sumur Batu, Kecamatan Teluk Betung Utara","id","false","ChIJT2aDJ4DbQC4RsMLxblz9egE","35212",,"3 bulan lalu","2025-02-10T08:18:11.515Z",,"2025-02-12T06:07:29.000Z","Terimakasih banyak kak DeliYanti Indria🥰
Semoga bisa jadi makanan favorit kakak ya, Alu Cinta Padamu🤍","Makan siang","Bawa pulang","Rp 1–25.000",,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnTURBMlotNXlnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBMlotNXlnRRAB!2m1!1s0x0:0x17afd5c6ef1c2b0!3m1!1s2@1:CIHM0ogKEICAgMDA2Z-5ygE%7CCgwIw-ymvQYQqPP99QE%7C?hl=id","115942468354256207157","1","https://lh3.googleusercontent.com/a-/ALV-UjWwKg2bQ1KvmudeufD_pm6IRLPHswTD-Cw9Kj_GNWDX3QFD3h8=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115942468354256207157?hl=id","288","2025-06-03T09:25:03.364Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE","5","Lampung","Jalan Dokter Susilo No.25","false","enak",,"Sambel Alu Susilo","4.7",,"https://www.google.com/maps/search/?api=1&query=Sambel%20Alu%20Susilo&query_place_id=ChIJT2aDJ4DbQC4RsMLxblz9egE",
